,tweet,label
4578,director major hospital são paulo brazil recommended drinking fennel tea eating bull's liver way prevention covid,fake
1089,coronavirus people co-infected flu covid far greater risk death,real
6049,yesterday lab processed test bringing number test completed since aug test may take unto hour processed reported back please patient await test result,real
6415,tiger tested positive covid please stay away pet bird,fake
2940,claim facemasks restrict breathing cause hypoxia,fake
723,state florida announced measure workplace employee paid mandatory leave avoid spread covid coronavirus starting march school close week also march 6th �,fake
4384,sao paulo governor's decree artificially raise number covid death,fake
930,video overcrowded shramik train claimed mumbai travelling west bengal,fake
8026,virus started spread exponential way pm say iron law geometrical progression shouting u graph risk many death many family losing loved one time follow live,real
7950,biggest pandemic ever hit world one two conversion conversion c much worse corona corona go away week persists till generation doomed agniveer fight pandemic top priority bless u,fake
2909,many instance mask order shutdown distancing,real
1674,“ cannot solve problem year week work hard reduce risk covid19 infection health care worker frontlines need fundamental change approach infection prevention control nigerian hospital ” ptfcovid19,real
6763,new interview fox president trump suggests india could early access covid vaccine developed u since pm modi accepted request hcq,fake
8883,several dozen volunteer spent last day evaluating new data white paper produced,real
6416,autopsy prove covid � blood clot pneumonia ought fought antibiotic � whole world wrong treating so-called � pandemic,fake
7829,california circuit judge shoot president trump coronavirus miracle disinfectant cure donald trump,fake
895,west virginia overdoses increased covid 19 pandemic,fake
3247,alberto fernández coronavirus mortality people,fake
2326,u patent novel coronavirus european one vaccine prevent,fake
7096,rt neil ferguson imperial produce model sweden pointing death,real
9104,queen coronavirus broadcast strike dignified tone despite “ seinfeld ” zoom background news in photos queen elizabeth covid19,fake
8369,covid update ​ ​ today new case covid community linked mt roskill evangelical fellowship church group new case part smaller cluster group associated series bereavement activity,real
10324,video viewed thousand time facebook post alongside claim show sri lankan doctor invented rapid test kit novel coronavirus cause disease covid,fake
5038,two case considered recovered covid brings total number active case,real
6450,police free entry house building malaga identify possible coronavirus infection,fake
4136,twitter took pro – united arab emirate network account pushing propaganda coronavirus,fake
9805,total number death brazil decreased covid pandemic,fake
1715,state seem trouble several showing substantial drop current hospitalization posting hhs notice reporting hospitalization figure published hope see smoother data next week,real
1698,new modelling reportedly shown london two three day behind coronavirus hotspot north west north east,real
10272,rt effective covid19 vaccine must also use effectively repeat vaccine nationalis …,real
10121,government developed “ stamp ” plan responding new case covid community resurgence case nz ongoing elimination remain strategy dealing covid keep kiwi safe support economic recovery,real
10569,"getz pharma imported 1,000 covid test kit closed factory day randomly tested 1,000 positive patient asymptomatic covid 19 covid19 pakistan",fake
8715,inmate released prison covid humanitarian house arrest arrested campo bom police officer found kg cocaine house several gun,fake
3831,allocation framework covax ensure low middle high-income country receive vaccine timely way soon supply safe effective vaccine covid19,real
6299,treatment statin associated reduced risk severe fatal covid meta-analysis four retrospective study suggests,real
3348,reopening metric provide important benchmark considering reopen safely ultimately case-by-case decision includes factor ppe availability ability trace positive case much,real
10088,eleven that's many time we've broken single-day record new covid case last month virus going disappear like president trump want surging — need real leadership white house slow spread,fake
985,coronavirus updates covid19 testing status update stated sample tested upto august sample tested august stay safe india will win,real
1821,new tip released institute higher education help prepare student faculty staff administrator get sick covid19 close area used sick person cleaning disinfection notify local health official,real
4571,eat cabbage per report coronavirus stay cabbage long time,fake
587,loudspeaker 📢 coronavirus updates check mark button ✅ india's covid19 recovery rate improves 77.74 september round pushpin 📍 steady improvement india's covid recovery rate since lockdown initiation march india fights corona via,real
10340,month decreased pollution human lockdown gorilla population starting develop rudimentary nuclear weapon,fake
5077,rt india fights corona india total recovery cross lakh patient recovered three time active ca …,real
5345,update covid19 u right arrow ➡ ️63 covid case adult 20-49 right arrow ➡ ️1 covid case child 0-9 right arrow ➡ ️reproduction nr adult aged 35-49 right arrow ➡ ️target intervention adult 20-49 facilitate safe reopening school backhand index pointing down 👇 report,real
7895,state reported 27.5 k new case second-highest number we've seen sunday topped april 27.9 k note we're missing georgia reported case yesterday reporting trouble today,real
8817,widow distinguished u military officer would never affiliate w biden-deep tie adversary ccp stuck us-launched bioweapon covid u soil biden w innocent u american spilled blood hand military widow affiliate w biden,fake
10092,also wanted call attention beta release covid racial data tracker collaboration we're actively taking feedback building system fuller site soon,real
10565,ncdc deployed team support implementation covid19 response activity funded redisse project state team provide technical support individual state take responsibility,real
5483,news neil gaiman blame sudden arrival scotland new zealand lockdown faerie folk,fake
2990,say anthony fauci married ghislaine maxwell sister �,fake
9837,business brother kolar sold land ₹ 25lak feed poor's covid crisis elected representative mp mla mlcs .. simply servant may 1.5 lac thru tax spent hard money bring ordinance ...,fake
5514,pension bill cut government,fake
10381,number covid death brazil plummeted minister justice sergio moro ordered federal police investigate whether number fabricated,fake
8107,trump get disinfectent enema doctor sure turd live donald trump white house covid19 lysol,fake
7739,president trump tout “ game-changer bigger hydrochloroquine battle coronavirus sprea � donald trump,fake
8372,usmle back unpopular plan shorter testing,real
10022,loudspeaker 📢 coronavirus updates round pushpin 📍 covid19 india tracker september 08:00 right arrow ➡ ️confirmed case right arrow ➡ ️recovered 77.1 thumbs up 👍 right arrow ➡ ️active case 21.1 right arrow ➡ ️deaths 1.7 india fights corona india will win stay safe via,real
5553,two key point work make continue stand u disastrously behind testing communicating testing situation comprehensively transparently put today,real
3557,california electronic lab reporting problem solved according state website portion new case reported today backlog prior day expect continue next day two,real
1395,aggressive testing lead early identification isolation covid19 positive case coupled efficient clinical treatment keep fatality rate,real
264,detail one sharpest observer livestream,real
7644,claimed u one lowest mortality rate world ” covid that's false,fake
3547,covid19 testing free cost approved govt lab pvt lab testing rate fixed r state govt may also contact west bengal co vid helpline clarification 1800-313- 444-222 033-2341260 covid 19 covid 19 covidー19,real
6844,instead highlighting black-led organization work understand respond covid give attention give money celebrate hard work keeping people safe healthy society structured anti-blackness,real
9557,coronavirus boris johnson reveals new covid rule face mask fine pub working home,real
6788,group admins detained dadar cyber crime police station whatsapp post coronavirus,fake
3069,florida refusal report current covid hospitalization number leaf u without critical data point one worst outbreak summer surge,real
7549,coronavirus becoming weak issue statement read fact check,fake
9020,omg ... frigging kidding ... like trump knowing deadly coronavirus ... go police night ... said knocked ... word distraught boyfriend,fake
5025,coronavirus updates india fights corona lakh tested covid19 hour 2nd day row,real
8891,know delay travel slow the spread covid19 check common situation talk healthcare provider unsure whether apply travel companion,real
3864,new case covid19 reported kano lagos gombe bauchi sokoto borno edo river ogun fct akwa ibom bayelsa kaduna oyo delta nasarawa ondo kebbi 11:50 pm 30th april confirmed case covid19 nigeria discharged death,real
9618,india fights corona state ut account nearly new recovered case maharashtra maintained lead new recovery,real
2400,estimate suggest effective covid19 vaccine distributed international travel trade fully restored economic gain far outweigh billion investment required act accelerator unga un75,real
6274,always visit see produce data reminder data user updated api field description,real
8983,india fights corona health ministry urge state ut mandatorily retest symptomatic negative case rapid antigen test rt-pcr,real
10389,vergiflu mg verg i flu fav i pira vir india fights covid19 covid19 converge bio together lets bring the change,fake
7962,bank open daily open alternate day stoping people becoz one reason corona 2nd people following social distancing lockdown extension banker hai police nah i,fake
3711,latest update ministry health new case covid report new zealand total number confirmed case remains combined total confirmed probable case,real
246,aug national forecast suggest new weekly covid19 death may decrease coming week new death week ending sept forecast predict 200k 211k total covid death u sept,real
1594,new case covid19 nigeria plateau lagos katsina edo fct ondo oyo kwara abia nasarawa kano ekiti kaduna kebbi ogun confirmed discharged death,real
10263,every step way president trump ignored expert downplayed threat covid posed misled american people — paying price every single day promise opposite,fake
1529,colorado denies trace coronavirus found state's pot supply donald trump marijuana,fake
8714,"360,000 death year swimming pool shut country �",fake
923,seen news federal government re-routed hospital data new system hhs think states-based data compilation affected change,real
9042,covid pandemic planned preparedness exercise called event predicted,fake
7329,combined total confirmed probable case remains number recovered case unchanged one case remains active additional death report one new zealand receiving hospital-level care covid,real
4364,“ individual responsibility ass risk ” professor karol sikora say “ carry go ” find right balance tackling spread coronavirus get latest covid19,real
669,covid update new case covid report case community epidemiological link auckland cluster,real
3604,here's map number new case reported today note ohio alabama almost broke,real
5108,rt covid19 update backhand index pointing right 👉 india continues scale new peak covid test backhand index pointing right 👉 11.70 lakh sample tested con …,real
1910,agreed plan place part compassionate ground including travel woman followed condition plan – including contact anyone journey using public facility,real
7276,tablik jamaat chief maulana saad,fake
10559,jimmy kimmel say broadcasting show home totally depressing donald trump tv coronavirus,fake
5248,survived homeschooling lockdown get t-shirt assuming survived homeschooling obviously,fake
7183,covid19 mortality rate black american 4x white double cdc report,real
3958,utah still stay home state covid act project hospitalization social distancing alone stay-at-home order see county level break down,real
6957,south west number new case reported per day doubled since june,real
6026,coronavirus updates state-wise detail total confirmed covid19 case till september 08:00 right arrow ➡ ️states 1-15000 confirmed case right arrow ➡ ️states 15001-100000 confirmed case right arrow ➡ ️states confirmed case right arrow ➡ ️total confirmed case far,real
5643,china happy huawei business distracting genocide huawei watch gt2 china coronavirus coron on a virus,fake
2696,“ scary statisticslink obesity covid including greater risk hospital admittance,real
2591,survey people working home lockdown left gallon milk cubicle lockdown milk,fake
5906,today three people hospital covid – one isolation ward auckland city hospital two icu north shore waikato hospital ​ ​ total number confirmed case covid number report,real
6509,loudspeaker 📢 coronavirus updates round pushpin 📍 covid19 india tracker august 08:00 right arrow ➡ ️confirmed case right arrow ➡ ️recovered 75.9 thumbs up 👍 right arrow ➡ ️active case 22.2 right arrow ➡ ️deaths 1.8 india fights corona india will win stay safe via,real
7133,use face shield without face mask face shield alone cannot prevent spread infectious disease like covid19 page with curl 📃 read advisory correct use face shield face mask via take responsibility,real
2307,image doctor smoking treating covid patient gujarat india,fake
3690,moderate severe asthma may higher risk severe illness covid19 protect taking medicine prescribed following asthma action plan asthma awareness,real
687,known cure covid hydroxychloroquine proven treatment public health official advise everyone wear face mask public,fake
612,rt launched india first mobile lab covid19 testing promote last-mile testing access rural inaccessible area …,real
7167,covid risk color red circle 🔴 active imminent outbreak orange circle 🟠 risk yellow circle 🟡 controlled disease growth green circle 🟢 track contain covid,real
8402,patient diagnosed covid doctor refuse prescribe hydroxichloroquine patient entitled lawsuit,fake
3200,news eu threatens expel uk unless parliament reopened,fake
6629,international fact checker busy debunking claim people infected coronavirus exterminated via coronavirus facts datos coronavirus,fake
4135,south sudan recorded covid case may announcement new case juba,fake
1898,video show doctor fainting operating room infected new coronavirus,fake
282,nevada quietly reversed decision block hcq prescription covid,fake
258,weekend lag effect pronounced death reporting example last week ca reported death monday tues az reported death mon tues today az reported death ca data output complicated human process,real
9988,india record new covid infection country inch closer lakh confirmed case mark allahabad hc dismisses saket gokhale mumbai based social activist plea restrain bhoomi poojan ram temple construction uttar pradesh coronavirus facts,fake
4943,piltdown president say virus go away,fake
2822,dawood ibrahim died covid,fake
3525,starting march travel outside united state allowed back country “ due high risk coronavirus ”,fake
10237,"worker worked right receive corona relief inr 120,000 ministry labour employment",fake
5223,queen elizabeth said philippine president rodrigo duterte “ kind leader know way ... filipino lucky ”,fake
2285,oh sure finland covid dog — hear — u growing qanon freak show elected leader still eschews mask wearing ... really winning round,fake
6063,goggles face shield universally recommended fauci say really want complete probably use,real
8078,approved covid19 testing lab govt pvt jaipur rajasthan may check following link kindly note covid 19 testing free govt lab payment basis pvt lab,real
4654,following article published including liberal politician continued imply causal link blm protest melbourne's covid19 increase there's still evidence protester caused increase corona check,fake
5000,"deadly coronavirus killed 1,12 people infected lakh china",fake
6710,facebook post claim drug company whistleblower say covid vaccine cause infertility,fake
9885,rt corona watch black medium-small square ◾ total confirmed case black medium-small square ◾ case cured recovered black medium-small square ◾ sample tested here's …,real
5416,cancel ca cs exams merge ca exams july and nov icai please take serious covid pandemic folded hands 🙏 icai please change postpone icai respond now life first pls folded hands 🙏 folded hands 🙏 folded hands 🙏 icai play life understand problem persevering face 😣 folded hands 🙏,fake
475,bharat biotech vice president go clinical trial company covid19 vaccine ‘ covaxin image false claim round social medium cova x ine covidー19 fact check,fake
2555,video show police killing covid affected people china,fake
8087,nation gossiping patio nonnas identify community case covid covidsafe app,fake
7,obama call trump coronavirus response chaotic disaster,fake
6411,latest update ministry health manatū hauora ⁣ ⁣ today new case covid report new zealand ⁣ ⁣ mean new zealand combined total confirmed probable case remains confirmed case covid,real
9717,coronavirus called plague 2.9 million infected died,fake
9455,video dead body piled italy due covid,fake
5546,shelter-in-place order lifted coronavirus spike occur discus phenomenon in context,real
2426,loudspeaker 📢 coronavirus updates check mark button ✅ india's covid19 recovery rate improves 76.98 september round pushpin 📍 steady improvement india's covid recovery rate since lockdown initiation march india fights corona via,real
6744,audio message former cbi jd v v laxmi narayana claim lockdown india extended till june,fake
10204,“ result positive test get money ” health secretary matt hancock say “ confident ” people low income right thing seek test symptom coronavirus follow live,real
2274,demonstrator protesting mask vaccine coronavirus lockdown measure clashed police central london latest covid19 visit backhand index pointing right 👉,real
1577,man want cause widespread panic everyone going die death pandemic coronavirus,fake
7264,4/10 preparing ground prime minister make sort announcement sky's reacts briefing prof chris whitty sir patrick vallance latest covid19 statistic,real
3970,feb “ small number people country right like around many getting better fully recovered already good shape feb “ coronavirus much control usa ”,fake
5879,combined total confirmed probable case remains ⁣ ⁣ number recovered case unchanged one case remains active ⁣ ⁣ additional death report ⁣,real
8925,california united state total covid death behind new york new jersey hope declining case count ca reflected falling death within next 2-3 week,real
9887,update ⁣ new case covid report managed isolation nz ⁣ ⁣ woman 60 arrived nz 18th june air india repatriation flight jet park quarantine facility auckland,real
7193,queen elizabeth test positive covid �,fake
3867,abbott cure covid19 stock move past much profitable news rapid testing kit stock stuck mud mil kit deployed next week airport airline using however abt barely moving UP! button 🆙,fake
9979,new case covid19 nigeria lagos plateau fct ondo kwara river oyo kaduna osun edo ogun ekiti kano benue delta abia niger gombe borno bauchi imo confirmed discharged death,real
6823,rt imperial model point death sweden cite work researcher imperial …,real
7548,news government hit back coronavirus criticism publishing picture boris holding fish driving fork-lift,fake
781,photo show two italian nurse hospital day got covid died,fake
1749,india newborn twin named corona covid virus,fake
6519,million chinese convert islam coronavirus,fake
5774,close half million confirmed case mean almost every test come back positive state reported incompletely unreliable statistic aggregate number reasonably accurate,real
2324,update today new case covid report ​ ​ total number active case day since last case covid acquired locally unknown source,real
5055,former nyc mayor rudolph giuliani said bought 2m share novartis primary supplier hydroxychloroquine early february,fake
9565,muslim-owned restaurant spitting food spread coronavirus,fake
1727,airborne main way covid spread doh update guideline well,fake
610,india first crispr covid19 test approved use india tata group institute genomics integrative biology indigenously developed crispr technology detection genomic sequence sarscov2 virus detail,real
4666,police car light 🚨 game changer covid testing abbott lab working antigen test delivers result minute binaxnow card app provide negative tester date-stamped health pas renewed time test,real
5413,famous singer sharda sinha pass away due coronavirus,fake
8103,photo show dr fauci melinda gate barack obama wuhan lab �,fake
8174,seeing people suggest due lack testing demand might make sense u positive rate every test come back positive large iceberg infection waiting tested discovered,real
3750,rt recovered patient close lakh 2.93 time active case case fatality rate 2.00 secretary …,real
97,case community auckland based connected existing outbreak close contact case already reported new case household contact previously reported case still investigation gp mt wellington,real
6985,updated may reported u case covid19 total close 1.2 million state reporting covid case county-level data number new case day available visit,real
3137,mother counselled many many benefit breastfeeding newborn baby child substantially outweigh potential risk covid19 infection,real
1537,rt dyk older adult higher risk developing serious complication covid19 illness step ho …,real
3648,refer covid chinese originated viral infectious disease,fake
1517,"plane 10,000 covid infected bat pas dublin airport without proper check",fake
9911,participant also trained biosafety audit using strengthening laboratory biosafety program slbp checklist mitigation risk assessment lab workflow proper use ppe good microbiological practice proper use biosafety cabinet decontamination waste management,real
4624,today's number reported newly reported case one lowest since march reminder falling national number largely driven slowing outbreak ny metro area situation consistent across country,real
6566,note second-highest number test completed day yesterday saw huge spike california cleared testing reporting backlog 140k test per day probably closer country's real testing capacity moment,real
2090,far better banging thalis shouting go corona go also far better taking coronil clapping hands 👏,fake
7097,study show american prefer indefinite isolation giving bacon nashville me at vegan pandemic,fake
6171,daily update published tracked 11.1 million test 357k yesterday note track test state report detail see,real
7521,model assumed hospitalization rate high assumed death rate accurately reflected available data lower assumed rate infected people require hospitalization increased assumed death rate patient icu ventilator,real
572,say tom hank volleyball keep company quarantined,fake
9620,hundred doctor start residency time leaving covid front line understaffed,real
3062,rt cdc's new guidance prep program affected covid19 discus home specimen collection kit hiv std testi …,real
597,indian kit evaluated giving concordance recommended list available icmr website addition us-fda eu ce certified kit also allowed covid testing cosara fall us-fda approved category therefore special approval given,real
6633,substance chlorine dioxide powerful bleach used textile manufacturing grenons market “ miracle mineral solution ” mm say drunk dilution cure almost illness including covid cancer hiv aid well condition autism,fake
7875,interview sean hannity march trump also claimed death rate published false correct fatality rate le percent,fake
7345,trump supporter start say he's sure anymore donald trump politics coronavirus impeachment,fake
6304,news sack cummings ‘ central covid response say government overseeing 2nd highest death toll world,fake
10005,last week 1/3 u reported covid death originated long-term care facility,real
5976,five reason brit would defeated coronavirus meddling eu,fake
1938,muslim man spitting food restaurant india,fake
8100,duchess cambridge praised mother offering support parent covid19 pandemic saying effort important emotional wellbeing,real
1753,claimed would press event may would never asked coronavirus press conference transcript show claim false,fake
3670,india fights corona health secretary review covid19 management strategy ne state state exhorted actively break transmission chain,real
8532,paid rent march april got give � money back,fake
2361,covid19 patient one georgia health system black,real
4260,news government upgrade coronavirus panic recommendation ‘ moderate ‘ high,fake
5432,total number confirmed case number report world health organization ​ yesterday laboratory completed test bringing total number test completed date,real
6285,prime minister boris johnson say class self-isolate come contact somebody school tested positive covid19 add class sent home result received,real
8377,post-covid situation azithromycin like old outdated antibiotic erythromycin coteimoxazole beaming face with smiling eyes 😁 beaming face with smiling eyes 😁,fake
10030,coronavirus cured sniffing clove camphor drinking water virus go stomach acid stomach kill virus,fake
10371,india fights corona vaccine progress vaccine pre-clinical stage dg stay safe india will win,real
9068,news coronavirus crisis italy lead donald trump close u pizzeria,fake
5591,mean time download start using nz covid tracer app already downloaded nz covid tracer recorded registered user poster created manual entry recorded,real
1171,dpp democratic progressive party politician wang shijian said taiwan confirmed case,fake
7927,pm recently said covid19 vaccine would mandatory possibly make mean expert spoke said unlikely vaccination could forced upon population australia here's,fake
8547,say coronavirus ‘ accelerating cdc predicts u death july,fake
9912,state reported 23k new case line recent number special circumstance today here's also list state reporting new case today,real
8587,govt added corona disease existing mediclaim insurance special case covid2019 india,fake
9716,acc guideline prior exercising gymnasium using equipment cardio strength training etc advised check oxygen saturation using pulse oximeter value found person allowed exercise,real
874,india report new infection taking confirmed case tally 13.3 lakh madhya pradesh cm shivraj singh chouhan test positive novel coronavirus president brazil jair bolsonaro tested negative covid coronavirus facts,fake
2297,rt highlight week downwards button 🔽 check mark button ✅ 3.6 crore test conducted check mark button ✅ lakh recovery check mark button ✅ recovery rate check mark button ✅ active …,real
9862,one last time daily update tracked 2.36 million test 163k yesterday note track test state report state report test detail see,real
2643,news boris confirms see covid coming dodge duck dip dive … dodge,fake
5347,cheap widely used steroid hailed major breakthrough coronavirus treatment,real
10531,u enough monkey vaccine testing china halted export,real
581,rt india fights corona pie chart show overall percentage co vid case different category 73.18 …,real
204,announces algeria outside danger regarding covid,fake
7896,arizona california florida texas still center current surge new case hospitalization az ca tx climbing expect florida's data similar shape,real
2014,covid special clinic seen congestion clinic please remember also tested free gp well please stay put help u prioritise testing,real
905,rt active case 1/5 th total case recovery rate stand 78.28 number test …,real
631,loudspeaker 📢 n cdc in the news ‘ ncdc national reference laboratory abuja selected one laboratory africa provide genomic sequencing capacity covid19 continent,real
8843,casually carrying body hand .. sure .. evidence coronavirus complete hoax prop street theater,fake
1974,11:30 pm 24th april lagos fct kano ogun gombe katsina osun edo oyo borno kwara akwa ibom kaduna bauchi delta ekiti ondo river jigawa enugu niger abia zamfara sokoto benue anambra adamawa plateau,real
162,recent date confirmed data north carolina may 16th infection rate 1.11 meaning covid case slowly increasing,real
4998,total number confirmed case number report world health organization ​ ​ one new zealand receiving hospital-level care covid,real
4713,photo claiming sars-cov old virus known since,fake
1431,picture allegedly show angela merkel voting conference party cdu july 7th without keeping distance,fake
6868,twitter suspended account aytu bioscience make trump look bad,fake
9690,multiple post shared repeatedly facebook twitter claim hong kong medical lab warned novel coronavirus remain viable fruit vegetable hour therefore people avoid salad fear contracting covid,fake
7710,india fights corona india one country reported high number daily testing daily testing capacity already crossed lakh consistently rising,real
7736,natural virus covid ccp chinese communist party bioweapon please take easy,fake
4283,“ bill gate explains covid vaccine use experimental technology permanently alter dna ”,fake
7531,brad pitt kid want spend coronavirus lockdown instead angelina jolie,fake
8463,kid co vid contagious adult explores viral load,real
3384,pm modi dressed like marriage reception visit hospital recently despite covid pandemic country,fake
10138,photo shared multiple post facebook twitter alongside claim show body people died italy became infected novel coronavirus covid,fake
8626,one hundred day 1st covid19 case recorded nigeria ncdc national reference laboratory supported laboratory develop capacity covid19 testing watch report lab including reflection chair,real
8841,local badass wash hand second hand washing corona lockdown,fake
7462,stop eating bakery item strictly advised eat bakery item washable get infected virus easily stay home stay save edhi edhi foundation corona coronavirus who,fake
3331,jared leto creating cult save people coronavirus,fake
6404,“ sometimes lack resource may lead inefficiency inability connect dot measure efficiency covid19 testing set target test sample per day lagos per day abuja ”,real
2096,consuming alcohol beverage vodka reduce risk covid infection,fake
8902,reported recovery covid19 patient managed community line new case management guideline breakdown case state found via take responsibility,real
7999,video showing covid patient sitting corridor gandhi hospital chandigarh india,fake
5017,prince william kate middleton named king queen amid coronavirus pandemic queen elizabeth step,fake
1449,brazilian state receive r extra funding federal government covid death,fake
6900,slpp ruling party sri lanka symbol used sathosa state owned retail chain spice packaging part political campaign relief distribution amid covid,fake
2610,june july five state seen generally rising case steadily increasing hospitalization,real
1900,rt increase use face mask public across globe slow spread covid19 participating wor …,real
8186,released shortly total number active case imported case detected managed isolation total number confirmed case report number world health organization,real
3920,india fights corona progressive rise covid19 recovered case 8th september approx lakh patient recovered discharged secretary stay safe india will win,real
2757,california texas florida reported new case today,real
6397,stated possibility coronavirus transmitted aerosol,fake
9187,single muslim died coronavirus china,fake
2097,new zealand good position due hard work sacrifice kiwi even though looking possible move alert level pending cabinet decision need remain vigilant,real
8329,per guideline person yr age person comorbidities etc advised stay home except essential health purpose kindly refer health advisory elderly population covid19,real
5624,know one group older people especially living long-term care facility many country covid19 related death linked long-term care facility high-income country,real
3471,prince charles recovered covid help ayurvedic treatment,fake
8266,health authority confirmed case coronavirus country,fake
2171,state reported 28k new case today greater testing availability we're confirming larger percentage case march april still case number growing quickly today's case number second-highest monday data,real
9788,according yesterday evening died covid united state previous hour includes death,real
9738,“ covid barely kill anyone ” say man would probably pretty annoyed killed,fake
2010,top cardiology society provide strategy ramping elective cardiology procedure covid lockdown lifted,real
10377,le half state reporting hospitalization number way washington among state missing presumably second largest number hospitalized people severity duration outbreak,real
1283,model estimate colorado high positive test rate near full icu capacity colorado elevated risk based reopening safely metric,real
10223,two case christchurch placed quarantine section within one managed isolation facility previously assessed dual use facility – area high level clinical care someone covid may require,real
1019,cocaine kill coronavirus,fake
2810,india fights corona gap recovered case active case progressively growing wide 3/4 total case 36l recovered discharged active case le 10.5 l small proportion le 1/4 total case,real
9150,claim saint corona always patron saint epidemic,fake
1651,health official advise everyone follow random facebook profile coronavirus information corona virus outbreak,fake
10189,kia os timothy up-to-date location case please note everyone jet park quarantine facility except woman uk isolated home wellington,real
1169,inventor pcr said test work detect virus,fake
6256,fed million mask contract shady man sanction ftc,real
5469,say russia unleashed lion street ensure people staying indoors pandemic outbreak,fake
867,three story morning red circle 🔴 pm considers new coronavirus measure london mayor insists wait red circle 🔴 european country impose new restriction red circle 🔴 u supreme court judge ruth bader ginsburg dy,real
5093,mesenchymal stem cell reconsidered weapon body-wide damage caused covid,real
5433,youth summer camp administrator cdc tool information help protect camper staff community prevent spread covid19 post sign easily seen area promote protective measure tip,real
541,close half 48.8 covid19 active case concentrated state maharashtra karnataka andhra pradesh uttar pradesh tamil nadu chhattisgarh odisha kerala telangana contribute quarter 24.4 active case,real
10425,flight crash victim test positive covid,fake
6354,daily update published tracked 29.2 million test 640k yesterday far biggest testing day yet state never reported 594k daily test detail see,real
9894,icmr launch high-end covid testing facility kolkata lab test test tube 🧪 3k sample per day post covid 19 used test many disease face with thermometer 🤒 hiv hepatitis dengue etc icmrfightscovid19,real
3390,look one hydroxychloroquine survey bad survey giving people bad shape old almost dead �,fake
8536,according bill gate covid rna vaccine permanently alter dna rna vaccine also cause autoimmunity,fake
10530,last year china vaccine compulsory vaccine supposedly host digitized virus one cause covid activated 5g antenna,fake
3959,“ people ahmedabad tested positive kanpur lucknow exposed vegetable infected coronavirus ”,fake
6643,north carolina virginia state line closed nothing,fake
6841,ministry communication people since leaving facility returned negative test covid test prior leaving facility another tested day leaving,real
10557,plague death china coronavirus bats,fake
3586,viral video purportedly italy show child cry mother died due coronavirus,fake
8575,kid reach ‘ f k shit stage lockdown,fake
2563,coronavirus updates round pushpin 📍 total covid19 case india august right arrow ➡ ️76 cured discharged migrated right arrow ➡ ️21 active case right arrow ➡ ️1 death total covid confirmed case cured discharged migrated active case death via,real
5036,announced concluded advanced exploratory talk european commission supply million dos mrna read,real
1080,11:20 pm 15th april number state confirmed case covid19 fct lagos fct osun kano edo oyo ogun katsina bauchi kaduna akwa ibom kwara delta ondo enugu ekiti river niger benue anambra,real
5891,aug total number covid19 case u surpassed million number new case declined last week covid widespread many area take step like wearing mask cover nose mouth public,real
4966,publication right arrow ➡ ️ covid19 related disruption malaria control africa could double malaria mortality right arrow ➡ ️avoid reversal decade progress malaria backhand index pointing down 👇 read full article,real
2023,facebook post claim asian hong kong swine bird flu “ killed people coronavirus ”,fake
9530,travel hospitality stock hit fear second lockdown number uk coronavirus case increase,real
7909,end country south carolina showing clear trend increasing number covid death,real
9245,friday pub bar restaurant close 10pm first minister scotland nicola sturgeon announces strict nationwide curfew pub update latest covid19 restriction,real
7321,news coronavirus agrees infect anyone nation try clarify government advising,fake
226,modeling assumption assume baseline general hospital occupancy rate across hospital accounting hospitalized non-covid patient assume hospital increase available bed covid patient roughly double,real
1013,⁣ seven additional recovered case meaning total one case remains active ⁣ additional death report ⁣ ⁣ one new zealand receiving hospital-level care covid ⁣,real
1929,every election year disease � ... sars avian flu swine flu mers ebola zika coronavirus,fake
5251,marvin hume say going keep coronavirus letter boris johnson safe place could worth something one day rochelle tell talking absolute shite usual,fake
2179,total number confirmed case covid remains number report world health organization one new zealand receiving hospital-level care covid,real
697,new large scale study aim find bame healthcare worker higher risk covid,real
1124,say president donald trump morbidly obese �,fake
7378,gov gavin newsom legal authority � make wearing face covering mandatory california,fake
8708,yeah california bear two reason reporting irregular recently reported side daily 4pm commit dropped huge pending number last day one got captured daily,real
5110,sage report end august found reporting symptom england fully self-isolate home required two week,real
7902,young man van spit policeman spread coronavirus,fake
1778,arizona first u state begin reporting serology test we've anticipating backend we're prepared record number publish data soon work particular kink,real
8473,study found american trust soft drink dr pepper white house coronavirus adviser dr anthony fauci,fake
2634,australian scientist referred coronavirus us-government funded bioweapon,fake
7544,update ​ one new case covid report managed isolation new zealand today ​ ​ number active case new zealand ​ day since last case covid acquired locally unknown source,real
7604,bjp gov failed provide student safety saurab kumar tested positive day ago giving bed exam sop followed critical condition postpone neet save student,fake
3489,india fights corona test conducted last hour testifying enlarged testing capacity country detail stay safe india will win,real
1037,_people covid misdiagnosed pneumonia dying thrombosis,fake
8679,tweet president donald trump say u issue financial assistance individual deal coronavirus pandemic go social medium history last year search post not my p ...,fake
2649,critical process completed le hour testing tracing done quickly completely contain covid seen south korea taiwan without need costly lockdown learn,real
2979,rt new cdc academic partner narrow timeline covid19 limited community transmission likely started …,real
2547,model estimate minnesota high positive test rate infection growth rate meaning person covid infects person minnesota elevated risk based reopening safely metric learn,real
5132,doctor say coronavirus kill cause common cold,fake
2159,two week ago nothing dozen people contributing project think could make real difference thing becomes institution required long haul find way deal,real
6445,breathlessness excessive fatigue muscle ache covid last month,real
